Date,1,2,3,4,5
2007-08-31,1.996215268274194,1.4834742604029378,0.798804002016129,1.8159196886129032,0.8040105033939394
2007-09-30,0.34994614346774194,-0.5995127581672378,-0.5867662088387096,0.12315547475806447,0.7679740965606061
2007-10-31,0.4086331738571428,1.3099268410713198,0.7295732407777777,0.6462224598253968,-0.15175351260317446
2007-11-30,0.9112637640161289,1.5915819360483872,1.0103513145505598,0.8819005784354838,1.7155893749375
2007-12-31,0.8371297693870967,0.34601057991879863,0.4786851856612905,1.0049129218225805,0.7247982906093751
2009-01-31,-0.16925264599999998,0.42681584913205883,0.46005041538709684,-0.46159825872580645,-0.9957563408906249
2009-02-28,0.3356645219823279,-0.6148156742741936,-0.6051283622258065,-1.1493278797741935,-1.7726729268387098
2009-03-31,0.7715493612094014,1.6467644438225804,1.9698227132258068,2.28779388517742,4.744799592532258
2009-04-30,0.40713761790326536,1.1414069212903222,0.8847132810967742,2.1828014710967736,1.8493547586406252
2009-05-31,-0.24929515721990678,0.43058753553225804,0.1216181375161291,0.31658767912903224,0.2304086002923077
2009-06-30,-0.6046660990863335,-0.4126154552857141,-0.14768745930158733,-0.2804903074444445,5.8345524731874985
2009-07-31,0.06767852853390416,0.9229398074126984,0.6640667521746031,1.4403044076507932,1.9821604386031748
2009-08-31,-0.7314658910826952,-0.3894021445396824,-0.5383625201269842,-1.289282801365079,-0.934274880109375
2009-09-30,0.1830250528683753,0.37040547749999997,0.3545679296093751,0.5283735079687499,-0.1749413200937499
2009-10-31,-0.07298610285310533,-0.7738125577460316,-1.304785432333333,-1.717746015539682,-0.9214622904179104
2009-11-30,-1.6607320633307059,-0.050476236078125014,-0.91198318184375,-0.42628192775,-0.8774036529375002
2009-12-31,1.0116886965185854,0.46843620268253966,0.15385585863492066,-0.34890467158730143,0.5298511010454546
2010-01-31,-0.5986929057809183,-0.17579958434920634,0.870766681111111,1.1435019495555558,1.3058230214545454
2010-02-28,0.6319018877726377,0.7169623268730156,0.8219287168253969,1.1796660542063493,1.6792230460909092
2010-03-31,0.07794342061931728,0.13860048971874994,0.5019841274650736,0.23700610465625005,0.23910814813636355
2010-04-30,-0.09539323953954143,0.13589855927692304,-0.04370847697916601,0.12577776572307697,-0.7591833382000001
2010-05-31,0.6091092161044389,0.35397797572307704,0.5824750062079878,0.0999236383384616,1.1798792777727276
2010-06-30,0.33159178914693616,0.08183528190769233,0.28562436785111656,-0.33412846473846153,-0.22221929294202897
2010-07-31,-0.5557064275659073,0.5344296143230771,0.26725198507120823,-0.2150631376769231,0.07542519169117662
2010-08-31,-0.013896834755782753,-0.08629836826153843,0.21989080124400714,-0.264635274276923,0.7486273197761195
2010-09-30,-0.49066401296412177,-0.06778870647692312,0.601191654517358,-0.2320772991692308,-0.4870122134307693
2010-10-31,0.09949045257745773,0.7739151982769232,-0.25333880828075006,-0.03623394540000005,3.816210689369231
2010-11-30,0.42676251024202716,-0.29789537121875,-0.9803252232233316,-0.370242492296875,0.5847687398823529
2010-12-31,0.4410624684230201,0.11346421887499997,-0.3483756369961891,0.05171008157812497,-0.2975562771176471
2011-01-31,0.20995801969014616,0.122866966421875,-0.5933814847306549,-0.790553481890625,-0.2467694312727273
2011-02-28,0.4565292354285713,0.9299852237248672,0.7315170433457588,0.8194996720793651,1.9917978858358207
2011-03-31,0.5515941723333334,-0.0036616795407696037,0.2220034289365079,-0.158509813416687,1.4501310158656722
2011-04-30,0.3723417471998922,0.087870528203125,0.7801630568593749,0.8194112862462795,1.08294202084375
2011-05-31,0.47972968740525823,0.61613807978125,0.9763245178708428,1.157944041625,0.34242842956060593
2011-06-30,0.6059993324938281,1.2955243944666666,1.2183026688833332,0.8375209695833333,1.3440204194375003
2011-07-31,-0.03863217161666664,-0.14101451194063597,-0.17946376925741006,-0.4611991964833334,-0.372881809484375
2011-08-31,2.127261854000001,2.453265284961403,1.305509404906098,3.1969977082999996,3.2758465937460324
2011-09-30,-0.45646028408302164,-1.262459211359821,-1.27487509615,-2.402898712183333,-4.06209417626984
2011-10-31,-0.6737704601320262,-1.1723463610749165,-0.9932154817500002,-2.740443312816666,-1.9303195598412697
2011-11-30,0.3958137140999999,1.5882721509125184,2.7725590261333344,4.086710421716667,4.530105611564516
2011-12-31,0.7640508702833334,0.7424714532346629,0.5312701542000001,1.1447804379500004,1.605198517709677
2012-01-31,0.23469233952542376,0.5929079783788264,0.7045620708135593,1.420377302711864,1.3105748168253968
2012-02-29,-0.006895003016949144,-0.2688671541491788,0.0929623949661017,0.1056537869661017,-0.3344785928709677
2012-03-31,0.9405450228474576,1.0631373257151275,1.2027017436271183,0.3503898611525423,2.724014975370967
2012-04-30,0.4435153220381571,0.3514587948809575,0.7048338709830508,0.4076727656779661,0.13927482671186442
2012-05-31,0.23300263425221185,0.08684043425315807,-0.45413599464406784,-0.7496466792711862,-1.0704026973050846
2012-06-30,1.6772770508420838,1.9611652395587498,1.876772504728814,3.288344234542373,3.2974713271500007
2012-07-31,0.14048648972413796,-0.16099065283060268,-0.2213091287241379,-0.33152518275862064,-0.49779580343548374
2012-08-31,0.21852439494827589,0.3990317323916385,0.593010278103448,0.6243365405344827,0.07903783380645152
2012-09-30,0.039379728224137954,-0.6283481761533665,0.4838594600172414,-0.3546506829482758,-0.36042835206557383
2012-10-31,0.07951289372413795,0.046319350358338944,0.30534989772413784,0.6340269292241381,-0.14195006619999997
2012-11-30,0.22633522824025168,0.14730120561990545,0.3347868564310345,0.8474337843103447,0.819664616413793
2012-12-31,-0.16899569196441427,-0.03670645165612751,-0.18329029370175437,0.20116861368421052,-0.31892036111666683
2013-01-31,-0.05970007012698849,-0.18768603078947368,-0.00728525687719301,0.05329957889473687,-0.7565377745166666
2013-02-28,0.9919306467250564,0.3731916851551724,0.7094170613793103,0.5601282781896554,0.505765506881356
2013-03-31,0.097598371867649,0.3718600791551724,0.12192839641379309,-0.0018445525000000372,-1.2607050995593219
2013-04-30,-0.1895106586185704,0.17833038542105265,0.18727157307017545,0.5345061129824561,0.7097430316065574
2013-05-31,-0.080891435715523,-0.4706051369952312,-0.19128300615789467,0.04382631399999995,-0.37439893567213123
2013-06-30,0.033311539228747696,-0.2481312871939252,-0.014899498859649129,-1.076633349666667,-0.28172828474576284
2013-07-31,-0.0712993226552188,-0.01125923676226518,-0.07437388984210526,0.283083583245614,-1.8311942443103448
2013-08-31,0.23821015984090527,-0.1626544543640847,-0.5072716049122807,-0.49079656380701747,-0.4076454487719299
2013-09-30,-0.25191152292857144,-0.2930035524902914,-0.36422543791071416,-0.46249986844642854,0.12514890764406778
2013-10-31,0.24931497073627196,0.07439240180672643,0.010283834928571437,0.4403023091607143,-0.07339379125423734
2013-11-30,-0.3636859056364864,0.3595690998054453,0.25366811076785717,0.24603587771428564,1.222347299983051
2013-12-31,0.09172355728176325,0.3768314180429708,0.31529839649999997,-0.047398267499999994,-1.0455862797457625
2014-01-31,0.2703525647552266,0.08911141363749173,-0.14997060592857145,0.19130194716071428,-0.38286775531666667
2014-02-28,0.883764913810999,0.2917175419464285,0.5156548907857145,0.988998328125,0.4002137823898304
2014-03-31,0.5416213904131941,0.8447651523100645,0.21582601119298245,0.10754859014035081,1.913232097491228
2014-04-30,-0.07603008923214281,0.22709206982245272,0.15978014364285711,0.36617651123214284,0.28377282455
2014-05-31,0.1557501694285714,0.45335679033090365,0.19425747312499994,-0.29707330212499994,-0.1504437063050848
2014-06-30,0.339847999324193,0.22854865513389114,0.32571991725000005,0.018527244589285674,-0.19393894074999998
2014-07-31,-0.45225659202778856,-1.3510835068702203,-2.368602616125,-1.922361078839286,-3.542660512457627
2014-08-31,0.2338282609439281,-0.3554453746126486,-0.3618018461428571,0.14160391282142856,-0.3444977716779661
2014-09-30,1.0195554743571429,0.13615423880901337,0.6597523225535715,0.60574488125,-0.43692228510714287
2014-10-31,1.1198741367989844,0.7390332893484046,1.6421863492142856,1.813822385035714,1.8326829678035712
2014-11-30,0.1877984287792679,-0.05852798433697387,-0.25415948623636353,0.30998602656363633,-0.5805656893965517
2014-12-31,0.20064909951577323,-0.16474532203636363,-0.4704952109090909,-0.590882320109091,-0.9427482316551723
2015-01-31,0.16215551518229518,0.253610670555707,0.3284937283818182,0.29683526560000006,0.8188596735789473
2015-02-28,-0.1653152903865683,0.25929268876821443,0.2730994062181819,0.6113070283454545,0.38216642170175436
2015-03-31,0.12952667310764443,-0.2674661816809914,-0.5016791973272726,-0.6408236762727272,-0.7757341203928572
2015-04-30,0.2007389889800238,-0.11562357140007219,-0.38710831916363636,0.3484780423818182,-0.2172690929821428
2015-05-31,-0.1314919237090909,-1.3604252059660982,-0.9468876097636363,-0.8069132352909091,-1.9345388819642857
2015-06-30,0.10977156100301247,-0.3444741164087775,-0.43991246872727263,-0.6450833475818182,-0.24253927769642858
2015-07-31,0.33350791294545445,0.702937962616338,0.24721621970909088,0.5822417883272727,0.7537375256428572
2015-08-31,0.2518970171454545,1.0659977527111137,0.7473205658909091,-0.30640842361818177,-0.23192136109090902
2015-09-30,0.9608752570363636,1.2250779023296254,1.833891623963636,2.550581379654545,1.822281199964286
2015-10-31,-0.1423019352407407,0.37749281086176306,0.22950985216608252,0.10254515927777777,0.8035369341379311
2015-11-30,0.04409223516666664,0.7867819874074071,0.9198552360522,0.9095616021481481,1.7686359199285713
2015-12-31,-0.18415259674074072,-0.40495117985165063,-0.43713597844384716,-0.26442900203703706,-0.5739374719454545
2016-01-31,2.026392772,1.747033726314815,2.3306487400105818,1.3442248696111112,-0.14408321081818187
2016-02-29,0.5200966901666667,0.27301850098148156,0.653725127574074,0.47713134443062255,0.9913360950545455
2016-03-31,-0.5544529289259259,0.6806486210917473,-0.5058201815612623,-0.34962100737037033,0.0678521634821429
2016-04-30,3.1026533449999993,-0.8226026318017517,0.11408820146641277,-0.9210372492407406,-0.36612562287719297
2016-05-31,-0.09163935977777778,0.317881366391391,-0.16348040077527126,-0.1387723040185185,-0.6901620137222222
2016-06-30,0.06948862248148147,0.8466070866265304,0.8002128948685346,0.9189065938333334,0.9702043167368422
2016-07-31,-0.4410066660555555,0.8754447870572227,0.37938580335240557,0.5690629919999999,1.0769555865344829
2016-08-31,0.11119481194444449,-0.10375502999064176,-0.2948257605778524,-0.32361929168518516,-0.03617626189655171
2016-09-30,0.39518695727777775,-0.32400681898824096,-0.18916525421421854,0.3542842784259259,0.6567712551724137
2016-10-31,-0.914807155185185,0.9641642646398471,0.10341921194444446,-0.6315018601488246,-0.0783652968245614
2016-11-30,-0.20861146146296294,-0.040318536388635355,-0.44844348420370367,0.5109767892169568,0.3218937854999999
2016-12-31,0.22961983583018872,0.2615678810123996,0.2666265706981132,0.41753424526756083,0.32912365515789477
2017-01-31,-0.20065552407547166,-0.5095709858563766,-0.16637619201935733,-0.8900704750188678,-0.31167038523214285
2017-02-28,4.040929892056603,0.22551412750829575,0.0785320436565453,0.6008966890566038,0.35265414426315783
2017-03-31,0.41631653435849053,0.556112666526291,0.18485734838706339,0.16047445350943396,0.28955572796428575
2017-04-30,0.25106134161111116,-0.0037042266979355407,0.14640257128993317,0.5150061373333333,0.5193164152407408
2017-05-31,0.574304038471698,0.5401032563315368,-0.03360945620754717,-0.20945429078635983,-0.4337814144561404
2017-06-30,-0.19789834290566038,0.4079990803396227,0.5123836086207326,0.3447612289312691,0.5802690775
2017-07-31,-0.026569116075471723,0.005942750830188675,0.3401798611312272,0.08023610111320756,-0.23452806230909085
2017-08-31,0.322185443754717,0.449188702735849,1.2374180356663156,1.6119473354632121,0.4978987719636363
2017-09-30,0.24532182830188676,1.0279309989433965,0.32529572108934307,0.510727452528302,0.5304013043571428
2017-10-31,-0.6698572065094339,-0.24712318064150943,-0.15814174295341826,0.3144226560943396,1.1755341318245613
2017-11-30,-0.09056404016981132,0.26959939286792456,0.35330715137315866,0.14584003013207544,-0.6568388776909091
2017-12-31,0.04868963364150942,0.08149692226415095,-0.04515948675500414,0.12456613732075478,-0.7493303247543859
2018-01-31,-0.27353636356603805,0.15441284173584904,0.018737960355410515,-0.15965227949056604,-0.03528241596428572
2018-02-28,-0.5649802123207548,-0.15375639611320754,0.27750922198629924,-0.4945656171320755,-0.3683480247678571
2018-03-31,0.4931319643207547,1.1803941925283017,0.6922454592861795,0.48500580079245276,1.459680216696429
2018-04-30,0.7243519189433961,1.1618473833096687,0.20695269508113315,-0.14501878049056607,-0.2132854125892857
2018-05-31,0.11654901284905661,-0.5868771182510538,0.20405938826415093,-0.7520339890683079,-1.1215056442807017
2018-06-30,1.1709766168692863,1.086490013296296,0.9209044587071101,1.2793797913333333,1.0965971551454545
2018-07-31,-0.035621791678895814,0.29870555435185187,0.20357167533168485,0.11585461337037042,0.5080175600545455
2018-08-31,0.4528186109955842,-0.5914281998113208,-0.3328166438281083,-1.0564104500188678,-0.7653980082280702
2018-09-30,-0.09634321029792187,-0.7945820264814814,-0.5191530292621348,-0.5118421401296296,-0.7527637772321427
2018-10-31,0.06040492639477934,1.5012679154469415,2.2510254318888885,2.7023721501296296,2.253471645052632
2018-11-30,0.21943032087272732,-0.4494791311274126,-0.7724320302,-0.6959655578363637,-1.398522748909091
2018-12-31,1.3857600439189754,2.0319515166054876,1.4519678703333332,2.0775133029259263,1.5180832107192979
2019-01-31,0.2670628821469734,-0.1023199647527985,-0.17665515777777774,-0.3520452351481482,0.7826644951607143
2019-02-28,0.15843318386187064,-0.04271731194575745,0.02365887340740738,0.18306057718518517,1.2212389380178572
2019-03-31,0.41020729952309976,0.10416736882253724,0.5815680778518517,0.8807329223703703,2.0058018904107144
2019-04-30,0.021370016454528698,0.7713082364702301,0.1357750580555556,0.37502832722222224,0.1969875850535714
2019-05-31,-0.027119656687993002,-0.7680605118148148,-1.3017002076481479,-2.1187964500925927,-0.7701873146296296
2019-06-30,0.4428045716978079,1.2389160206037735,0.685141560283019,1.4794195464716984,1.4087162368947368
2019-07-31,0.3014232823711763,1.0002201230647056,0.3568897526603774,0.30171420645283026,0.6778345185614035
2019-08-31,0.6816267714702756,0.5064842581196157,0.7387288428888888,1.2103534886296292,1.1281888752777776
2019-09-30,0.576167697179816,0.598195072394121,-0.12274115814814818,0.3256033157592592,2.927144356087719
2019-10-31,0.1035474764504259,-0.15161101875381788,-0.3579537455740741,0.04139146131481484,-0.7912460980877194
2019-11-30,0.09302443800324074,0.48632908827028976,-0.5467258958518518,0.02584539086112309,-0.12045434132142858
2019-12-31,-0.22462116733333332,-0.06092227058588984,0.03444335659259258,-0.4296271116244348,-0.4283782212321428
2020-01-31,0.19647098169288774,-0.6257354715634031,-0.5906297131666667,-0.48908205247805264,-0.7101125061071428
2020-02-29,-1.8403691755016744,-3.3118872568451785,-3.487363090832489,-3.192955688518518,-3.262110445892857
2020-03-31,1.5693696062407403,2.4830210680573925,1.4112532167625877,2.3408137588148152,1.0302414471249999
2020-04-30,-0.7030223560555556,-1.222927452981481,-1.1460214718364201,-2.4458923623888893,-2.4005078638571433
2020-05-31,0.14537801604699138,-0.8899246439309515,-0.9826424430603529,-2.060939801907408,-3.2697776066363637
2020-06-30,2.459338462988401,0.5557473538703703,0.15951599587378554,-0.03305523403703706,0.5369509662413793
2020-07-31,0.03866930564145343,0.2780328617280055,0.48190317187077475,-0.012342905722222235,-0.7953538253157897
2020-08-31,-0.33294511558628825,0.02444054945017404,-0.4415840994637591,-0.49288378068518507,-0.6016257205535713
2020-09-30,0.15112774443352514,0.327659720818413,0.3188482027626263,0.35863998316666656,1.5807190384912282
2020-10-31,0.17962230192158035,-0.011030192772374336,0.09327862524080176,0.12034053018181813,0.874871158125
2020-11-30,0.41210688484867536,0.475634585844676,-0.4067441874293503,-0.8325400455272727,-0.287898532327273
2020-12-31,0.11096902455037197,0.18154982773948347,-0.23244131244160313,-0.0010305461481481294,0.040143951534482775
2021-01-31,-1.3242509315325963,-0.11720579219732438,-0.8991323212235234,-0.9669111104,-0.7155900641999999
2021-02-28,-0.6197933110273095,-1.3700075359497688,-1.3475436083647243,-0.7653150599818181,-1.1851162983818182
2021-03-31,0.2557112634331422,0.6471369696480491,0.4991101990181819,-0.018766566672727233,-0.3959880410727274
2021-04-30,0.22591187440459548,-0.563705267674319,-0.4560180296296297,0.12056144270370368,-1.0033173793793104
2021-05-31,-0.04118713147714982,0.1278890937037037,0.43612610830255977,-0.09026218424074076,-0.09788406807142858
2021-06-30,-0.18029585105419701,-0.49957923702285667,-0.2574686034969763,-0.7970312749259258,-0.8237130332545455
2021-07-31,1.1277297420734982,0.07526750661450132,-0.7958870409032922,-0.8041461539074074,-0.44756761429629627
2021-08-31,-0.2287338350951917,0.1337795172777778,-0.56377925984575,-0.13519593151851853,-0.508401233925926
2021-09-30,-0.27831074414117973,-0.10514631188888889,-0.29432290789349486,0.34832264598148144,-0.5809920298
2021-10-31,-0.7219891345023843,-0.08422643112962962,0.14433090682350835,-0.060303961981481496,0.0804283958888889
2021-11-30,-0.016926892483768757,-0.6013744038518519,-0.4948171568160988,-0.6245816354259259,-1.5759824454444444
2021-12-31,0.28691820959883496,0.462665904574074,0.3334161093860398,-0.4360207376481482,-0.24549640175925924
2022-01-31,0.37833991635940684,1.4067527113715055,1.5980792518301887,1.5619555778867926,1.9679756912678574
2022-02-28,0.8683857582501879,1.581479564811321,0.33883578394339625,-0.015538032376214816,0.2880962180317868
2022-03-31,-1.0989172204694377,-1.398244534490566,-1.1828238184150943,-1.9456658850566038,-2.448807928200111
2022-04-30,-0.5988221135612001,0.7875213238113207,1.1360600691132074,0.35493360075387215,0.33612834346582127
2022-05-31,-0.45698716133444794,-1.0730664573076925,-0.9605850162115384,-1.1047646031492488,-0.7046527014792106
2022-06-30,-0.5340725453929858,-1.1268913249245283,-1.6712961033018867,-1.9894417979433963,-3.0604537143139368
2022-07-31,1.3093227391535942,0.530059053528302,1.3641992373018865,2.066287327887588,2.864731905750304
2022-08-31,0.07184097649980228,-0.4407816506226415,-0.8365871046792452,-1.0774886744852532,-1.242256914422086
2022-09-30,0.7892519712307069,1.3037775252075472,1.2724489446415097,2.6961641867264756,2.0295067035284324
2022-10-31,0.334288601587797,0.3373077005094338,0.45713924169811315,0.5282453806981131,0.13446811100671158
2022-11-30,0.05756220924612288,0.6592130732830188,0.5601494345471697,0.32274661515895603,0.8748848828769193
2022-12-31,0.027833348081632917,-0.6783235666226415,-0.19794965288679245,-0.7789702940612055,-0.542574825251062
2023-01-31,-0.5966353563415056,0.054110560207547176,-0.3860316244686129,-0.22499345284905659,-0.1690344081377083
2023-02-28,-0.06916048808539961,0.13699978486792452,-0.7128483137324958,0.19367434520754717,0.617061805835945
2023-03-31,0.45236011922102415,0.1777940110188679,0.6210662854657981,0.36049279686792446,0.5720621319646237
2023-04-30,0.9646031707058438,0.8577341396792453,0.9347925567173561,0.473090063509434,1.0969747567766606
2023-05-31,0.40416287458722916,-0.30066716369811325,-1.0682308850503883,-1.7759501407169813,-1.7141507198225605
2023-06-30,0.08341982007550437,0.9849025440188679,1.2738564316981134,0.9279802668775452,0.9860111517889489
2023-07-31,0.5765153010270871,0.013186201923076924,0.6203573383653846,-0.08185200522549019,0.10229302714838218
2023-08-31,0.39445574380400045,0.36867060494339615,0.6393031993962264,0.5622809940566038,-0.36464927912260725
2023-09-30,0.1635276442720469,0.8008716744590497,0.8921840697594654,1.708677696267213,0.6778037641131939
2023-10-31,2.097057337163916,0.45827706672366536,1.0338757464313373,1.0932788426712126,0.9073250330693079
2023-11-30,-0.0964869667503471,-0.5055527429067861,-0.2438909807465225,-0.5425660649166192,-0.7944983136496452
2023-12-31,-1.0897670261184318,0.2699495700837344,0.26365217957711673,0.33456295236668065,0.8301881183445697
